Clinic Name,Address,Telephone,Type
Scotts Dental Centre,"8 Eu Tong Sen Street, #18 - 87, The Central,
Singapore - 59818",Tel: 68870382,Type: Dental
Seasons Clinic,"844 Tampines Street 82, #01 - 139,
Singapore - 520844",Tel: 67877836,Type: Medical
Segar Vale Dental Surgery,"547 Segar Road, #01 - 04,
Singapore - 670547",Tel: 64659972,Type: Dental
Sembawang Dental Surgery,"406 Sembawang Drive, #01 - 824,
Singapore - 750406",Tel: 65551270,Type: Medical
Sembawang Mart Medical Centre,"511 CANBERRA ROAD, #02 - 02A, SEMBAWANG MART,
Singapore - 750511",Tel: 64819793,Type: Medical
Sengkang Dental Surgery,"118 Rivervale Drive, #02 - 19, Rivervale Plaza,
Singapore - 540118",Tel: 63889882,Type: Dental
SENGKANG FAMILY CLINIC,"274D COMPASSVALE BOW, #01 - 01,
Singapore - 544274",Tel: 63867781,Type: Medical
Senja Family Clinic,"609 Bukit Panjang Ring Road, #B1 - 908,
Singapore - 670609",Tel: 62190688,Type: Medical
SENNETT MEDICAL CLINIC,"55 SIGLAP ROAD, ##B1 - 10, SIGLAP CENTRE,
Singapore - 455871",Tel: 62800670,Type: Medical
Sh Tan Kidney And Medical Clinic (Gleneagles),"06 Napier Road, #07 - 18, Gleneagles Medical Centre,
Singapore - 258499",Tel: 64765087,Type: Medical
Shalom Medical Group,"231 Bain Street, #03 - 57, Bras Basah Complex,
Singapore - 180231",Tel: 63371884,Type: Medical
Shang Dental,"154 Serangoon North Ave 1, #01 - 390,
Singapore - 550154",Tel: 62822345,Type: Dental
Sharon Dental Surgery,"10 Jalan Serene, #02 - 13, Serene Centre,
Singapore - 258748",Tel: 64695661,Type: Dental
Sharon Yip Dental Surgery,"307 Choa Chu Kang Avenue 4, #01 - 695,
Singapore - 680307",Tel: 67606562,Type: Dental
Shenton Clinic,"498 Jurong West Street 41, #01 - 464,
Singapore - 640498",Tel: 65654442,Type: Medical
Shenton Dental Surgery,"01 Coleman Street, #03 - 20, The Adelphi,
Singapore - 179803",Tel: 63333360,Type:
Shenton Family Medical Clinic (Ang Mo Kio),"728 Ang Mo Kio Avenue 6, #01 - 4208,
Singapore - 560728",Tel: 65545130,Type: Medical
Shenton Family Medical Clinic (Bedok Reservoir),"744 Bedok Reservoir Road, #01 - 3065,
Singapore - 470744",Tel: 64435936,Type: Medical
Shenton Family Medical Clinic (Clementi),"451 Clementi Avenue 3, #01 - 309,
Singapore - 120451",Tel: 67739150,Type: Medical
Shenton Family Medical Clinic (Duxton),"01 Cantonment Road, #01 - 02, Pinnacle@Duxton,
Singapore - 80001",Tel: 65095260,Type: Medical
Shenton Family Medical Clinic (Tampines),"201D Tampines Street 21, #01 - 1137,
Singapore - 524201",Tel: 67845291,Type: Medical
Shenton Family Medical Clinic (Towner),"102 Towner Road, #01 - 268, Townerville,
Singapore - 322102",Tel: 63910860,Type: Medical
Shenton Family Medical Clinic (Yishun),"160 Yishun Street 11, #01 - 200,
Singapore - 760160",Tel: 68516233,Type: Medical
Shenton Medical Group,"126 LORONG 1 TOA PAYOH, #01 - 561, TOA PAYOH HEIGHTS,
Singapore - 310126",Tel: 623339636,Type: Medical
Shenton Medical Group (Buangkok MRT),"10 Sengkang Central, #01 - 04, Buangkok NEL Station,
Singapore - 545061",Tel: 63153671,Type: Medical
Shenton Medical Group (Elias Mall),"625 Elias Road, #01 - 324B, Elias Mall,
Singapore - 510625",Tel: 65855768,Type: Medical
Shenton Medical Group (Esplanade Xchange),"90 Bras Basah Road, #B1 - 02, Esplanade MRT Station,
Singapore - 189562",Tel: 68870151,Type: Medical
Shenton Medical Group (Habourfront),"01 Harbourfront Place, #01 - 04, Harbourfront Tower One,
Singapore - 98633",Tel: 63775727,Type: Medical
Shenton Medical Group (International Plaza),"10 Anson Road, #36 - 01, International Plaza,
Singapore - 79903",Tel: 62202911,Type: Medical
Shenton Medical Group (Jurong Point),"01 JURONG WEST CENTRAL 2, #01 - 17E/F/G/H, JURONG POINT SHOPPING CENTRE,
Singapore - 648886",Tel: 67915100,Type: Medical
Shenton Medical Group (Mandarin Orchard),"333 Orchard Road, #06 - 25/26, Mandarin Hotel,
Singapore - 238867",Tel: 62383631,Type: Medical
Shenton Medical Group (Marina Bay Financial Centre),"8A Marina Boulevard, #B2 - 76, Marina Bay Link Mall,
Singapore - 18984",Tel: 66345620,Type: Medical
Shenton Medical Group (One Raffles Quay),"01 Raffles Quay, #09 - 02, One Raffles Quay North Tower,
Singapore - 48583",Tel: 63277273,Type: Medical
Shenton Medical Group (Resorts World Sentosa),"26 Sentosa Gateway, #B2 - 01,
Singapore - 98138",Tel: 62382582,Type: Medical
Shenton Medical Group (Serangoon),"263 SERANGOON CENTRAL DRIVE, #01 - 59,
Singapore - 550263",Tel: 64876580,Type: Medical
Shenton Medical Group (The Arcade),"11 Collyer Quay, #19 - 01, The Arcade,
Singapore - 49317",Tel: 65079730,Type: Medical
Shenton Medical Group (UE Biz Hub East),"02 Changi Business Park Avenue 1, #01 - 03, UE Bizhub East,
Singapore - 486015",Tel: 66362490,Type: Medical
Shenton Medical Group (Woodlands MRT),"30 Woodlands Avenue 2, #01 - 47/48/49, Woodlands MRT Station,
Singapore - 738343",Tel: 63639415,Type: Medical
Shenton Wellness Centre (Alexandra Retail Centre),"460 Alexandra Road, #02 - 15, PSA Building,
Singapore - 119963",Tel: 63761630,Type: Medical
SHERATON MEDICAL CLINIC,"681 HOUGANG AVE 8, #01 - 843,
Singapore - 530681",Tel: 63864088,Type: Medical
Shifa Clinic & Surgery,"668 Chander Road, #01 - 20,
Singapore - 210668",Tel: 62957667,Type: Medical
Shifa Clinic Jurong,"501 Jurong West Street 51, #01 - 277,
Singapore - 640501",Tel: 64698941,Type: Medical
Shine Family Clinic,"463 Jurong West Street 41, #01 - 560,
Singapore - 640463",Tel: 65637934,Type: Medical
Shuang Pacific,"317B Yishun Ave 9, #01 - 284, Greenwalk,
Singapore - 762317",Tel: 62030010,Type: Dental
Sia & Yeo Hougang Clinic Pte Ltd,"573 Hougang Street 51, #01 - 21,
Singapore - 530573",Tel: 63861426,Type: Medical
Sia Family Clinic And Surgery,"10 Haig Road, #01 - 367,
Singapore - 430010",Tel: 67428480,Type: Medical
SIGLAP CLINIC PTE LTD,"308 TELOK KURAU ROAD, #01 - 08, VIBES @ EAST COAST,
Singapore - 423858",Tel: 63271252,Type: Medical
Silver Cross 24Hr Clinic (Upper Bukit Timah),"03 Cheong Chin Nam Road,
Singapore - 599728",Tel: 68751191,Type: Medical
Silver Cross Clinic (Marsiling),"305 Woodlands Street 31, #01 - 75,
Singapore - 730305",Tel: 63633646,Type: Medical
Silver Cross Family Clinic,"846 Yishun Ring Road, #01 - 3661,
Singapore - 760846",Tel: 67599181,Type: Medical
Silver Cross Family Clinic (Jurong),"502 Jurong West Avenue 1, #01 - 803,
Singapore - 640502",Tel: 68992141,Type: Medical
Silver Cross Medical Centre Pte Ltd,"275A Holland Avenue,
Singapore - 278993",Tel: 64622818,Type: Medical
Simei Clinic & Surgery Pte Ltd,"248 Simei Street 3, #01 - 132,
Singapore - 520248",Tel: 67855021,Type: Medical
Simei Medical Centre,"248 Simei Street 3, #01 - 104,
Singapore - 520248",Tel: 67814823,Type: Medical
Simon Dental Surgery,"668 Chander Road, #01 - 16,
Singapore - 210668",Tel: 62916231,Type: Dental
Simon Road Family Clinic,"09 Simon Road,
Singapore - 545895",Tel: 62878755,Type: Medical
Simply Dental,"212 Lor 8 Toa Payoh, #01 - 35,
Singapore - 310212",Tel: 62500129,Type: Dental
Sims Drive Medical Clinic,"53 Sims Place, #01 - 174,
Singapore - 380053",Tel: 67411607,Type: Medical
Sincere Medical & Dental Clinic,"292 Yishun Street 22, #01 - 285,
Singapore - 760292",Tel: 67525078,Type: Medical
SINGAPORE AEROMEDICAL CENTRE,"492 AIRPORT ROAD, #01 - 01, AEROMEDICAL CENTRE,
Singapore - 539945",Tel: 64880627,Type: Medical
Singapore Family Clinic & Surgery,"153 Bukit Batok Street 11, #01 - 284,
Singapore - 650153",Tel: 65679881,Type: Medical
Singapore Family Clinic & Surgery (Hougang),"108 Hougang Avenue 1, #01 - 1299,
Singapore - 530108",Tel: 62849692,Type: Medical
Singapore Family Clinic & Surgery (Woodlands),"717 Woodlands Drive 70, #01 - 114,
Singapore - 730717",Tel: 63647450,Type: Medical
SINGAPORE TELECOM CLINIC,"31 EXETER ROAD, B2 COMCENTRE,
Singapore - 239732",Tel: 68383881,Type: Medical
Singapura Clinic,"27 Bencoolen Street, #01 - 27, Bencoolen House,
Singapore - 189620",Tel: 63361181,Type: Medical
SM Haneefa Clinic,"11 Chai Chee Road, #01 - 23,
Singapore - 460011",Tel: 62434237,Type: Medical
SMG Medical,"11 COLLYER QUAY, #03 - 28, THE ARCADE,
Singapore - 049317",Tel: 68367747,Type: Medical
SMG Medical,"3 PICKERING STREET, #01 - 01, NANKIN ROW,
Singapore - 048660",Tel: 62211358,Type: Medical
Smile Central Clinic (Aljunied),"119 Aljunied Ave 2, #01 - 80/82/84,
Singapore - 380119",Tel: 67431711,Type: Dental
Smile Central Clinic (Hougang),"90 Hougang Ave 10, #01 - 18, Hougang Mall,
Singapore - 538766",Tel: 63844451,Type: Dental
Smile Central Clinic (Jurong),"135 Jurong Gateway Road, #01 - 331,
Singapore - 600135",Tel: 65636386,Type: Dental
Smile Central Clinic (Toa Payoh),"183 Toa Payoh Central, #01 - 278,
Singapore - 310183",Tel: 62596881,Type: Dental
Smile Dental @ Marine Terrace Pte Ltd,"59 Marine Terrace, #01 - 91,
Singapore - 440059",Tel: 62428823,Type: Dental
Smile Dental Centre For Aesthetics Pte Ltd,"231 East Coast Road,
Singapore - 428927",Tel: 63461138,Type: Dental
Smile Dental Group Pte Ltd,"231 East Coast Road,
Singapore - 428927",Tel: 63454218,Type: Dental
Smile Design Dental Practice,"10 Jalan Serene, #02 - 04,
Singapore - 258748",Tel: 64638588,Type: Dental
Smile Doctor,"50 Jurong Gateway Road, #04 - 16, JEM,
Singapore - 608549",Tel: 65690280,Type: Dental
Smile Doctor Aesthetics & Implant Dentistry,"60 Paya Lebar Road, #01 - 23,
Singapore - 409051",Tel: 67022680,Type: Dental
Smile Doctor Dentalcare @ Punggol Waterway,"83 Punggol Central, #02 - 14,
Singapore - 828761",Tel: 65690089,Type: Dental
Smile Link Dental Pte. Ltd.,"452 Ang Mo Kio Avenue 10, #01 - 1787,
Singapore - 560452",Tel: 64537453,Type: Dental
Smile Makers Dental Clinic,"10 Sinaran Drive, #09 - 26, Square 2,
Singapore - 307506",Tel: 63972739,Type: Dental
Smile Street Dental Clinic,"35 Rochester Drive, #02 - 11,
Singapore - 138639",Tel: 67693336,Type: Dental
Smilearts Dental Studio,"81 Marine Parade Central, #01 - 632,
Singapore - 440081",Tel: 63480824,Type: Dental
Smilearts Dental Studio (Buangkok),"275D Compassvale Link, #01 - 01 (6),
Singapore - 544275",Tel: 67521008,Type: Dental
Smilearts Dental Studio (Hillview),"4 Hillview Rise, #02 - 15, Hillv2,
Singapore - 667979",Tel: 63540111,Type: Dental
Smilepod Dentistry Llp,"587 Bukit Timah Road, #03 - 03, Coronation Plaza,
Singapore - 269707",Tel: 64635886,Type: Dental
Smilepoint Dental Centre,"43 Jalan Merah Saga, #01 - 64,
Singapore - 278115",Tel: 64751028,Type: Dental
Smiles R Us Dental,"768 Woodlands Avenue 6, #02 - 06, Woodlands Mart,
Singapore - 730768",Tel: 63634556,Type: Dental
Smiles R Us Dental,"570a Woodlands Avenue 1, #01 - 03, Champions Court,
Singapore - 731570",Tel: 63390223,Type: Dental
Smiles R Us Dental Centre,"11 Tanjong Katong road, #03 - 10, One Km,
Singapore - 437157",Tel: 67023345,Type: Dental
Smiley Dentalcare,"84 Redhill Lane, #01 - 370,
Singapore - 150084",Tel: 64760149,Type: Dental
Sng Dental Surgery,"201B Tampines Street 21, #01 - 1065,
Singapore - 522201",Tel: 67836613,Type: Dental
Soong Clinic And Surgery,"162 Mei Ling St, #01 - 353,
Singapore - 140162",Tel: 64755930,Type: Medical
SP Clinic,"117 Pending Road, #01 - 224,
Singapore - 670117",Tel: 67660286,Type: Medical
Sparkle Dental Surgery,"10 Sinaran Drive, #04 - 25, Square 2,
Singapore - 307506",Tel: 63976508,Type: Dental
Specialist Dental Group - Mount Elizabeth,"3 Mount Elizabeth, #08 - 10, Mount Elizabeth Medical Centre,
Singapore - 228510",Tel: 67349393,Type: Dental
Specialist Dental Group-Gleneagles Medical Centre,"06 Napier Road, #10 - 07, Gleneagles Medical Centre,
Singapore - 258499",Tel: 64715150,Type: Medical
Spring Medical Clinic (Old Airport Road),"39 Jalan Tiga, #01 - 03,
Singapore - 390039",Tel: 62477077,Type: Medical
ST Aerospace Engineering Medical Centre,"600 WEST CAMP ROAD,
Singapore - 797654",Tel: 62277777,Type: Medical
St Andrew's Mission Hospital Clinic (Elliot Road),"01 Elliot Road,
Singapore - 458686",Tel: 65173806,Type: Medical
St Andrew's Mission Hospital Clinic (Simei),"08 simei street 3,
Singapore - 529895",Tel: 65861025,Type: Medical
St Georges Clinic And Surgery,"03 Saint George's Road, #01 - 105,
Singapore - 320003",Tel: 62984833,Type: Medical
St Luke's Outpatient Clinic,"02 Bukit Batok Street 11, Block C, Level 1 St Luke's Hospital,
Singapore - 659674",Tel: 65632281,Type: Medical
St. Andrew's Mission Hospital Clinic (Kampong Glam),"05 BEACH ROAD, #01 - 4919,
Singapore - 190005",Tel: 62911861,Type: Medical
Standard Clinic & Surgery,"261 PUNGGOL WAY, #01 - 05, MULTI STOREY CAR PARK,
Singapore - 820261",Tel: 64441950,Type: Medical
Starbite Dental Centre,"211 Hougang Street 21, #01 - 287,
Singapore - 530211",Tel: 65199615,Type: Dental
Starcare Clinic And Surgery,"207 Bukit Batok Street 21, #01 - 108,
Singapore - 650207",Tel: 65616878,Type: Medical
STAT MEDICAL CLINIC,"02 SELETAR NORTH LINK, #01 - 41, PPT LODGE 1B,
Singapore - 797601",Tel: 31572030,Type: Medical
STAT MEDICAL CLINIC @ HOUGANG,"311 HOUGANG AVENUE 5, #01 - 183,
Singapore - 530311",Tel: 62827254,Type: Medical
Sterling Clinic & Surgery,"03 Lorong Lew Lian, #01 - 64,
Singapore - 531003",Tel: 62849971,Type: Medical
Sterling Family Clinic,"84 Bedok North Street 4, #01 - 41,
Singapore - 460084",Tel: 68761654,Type: Medical
Steward Clinic,"4A Loyang Lane, #01 - 01,
Singapore - 508923",Tel: 65460978,Type: Medical
Still Road Dental Surgery,"8 Eunos Crescent, #01 - 2677,
Singapore - 400008",Tel: 68410686,Type: Dental
Straits Dental Group (CBP),"1 Changi Business Park Crescent, #01 - 13, Plaza 8,
Singapore - 486025",Tel: 67819118,Type: Dental
Straits Dental Group (International Building),"360 Orchard Road, #04 - 01, International Building,
Singapore - 238869",Tel: 62354686,Type: Dental
Straits Dental Group (TS) Pte Ltd,"30 Tai Seng Street, #02 - 06, Breadtalk Ihq,
Singapore - 534013",Tel: 64437220,Type: Dental
STREET 11 CLINIC,"139 TAMPINES ST 11, #01 - 18,
Singapore - 521139",Tel: 65882139,Type: Medical
Street 11 Clinic,"139 Tampines Street 11, #01 - 18,
Singapore - 521139",Tel: 65882139,Type: Medical
Street 21 Clinic (Tampines),"201B Tampines Street 21, #02 - 1097,
Singapore - 522201",Tel: 67857888,Type: Medical
Summit Medical Clinic,"632 Ang Mo Kio Avenue 4, #01 - 956,
Singapore - 560632",Tel: 64560060,Type: Medical
Sunbeam Medical Clinic,"443C FAJAR ROAD, #01 - 76,
Singapore - 673443",Tel: 66100968,Type: Medical
SUNBEAM MEDICAL CLINIC,"318B ANCHORVALE LINK, #01 - 257, ANCHORVALE GARDENS,
Singapore - 542318",Tel: 68023642,Type: Medical
Sunshine Clinic Family Practice & Surgery,"445 Tampines Street 42, #01 - 02,
Singapore - 520445",Tel: 67833122,Type: Medical
Sunshine Dental,"900 South Woodlands Drive, #03 - 04, Woodlands Civic Centre,
Singapore - 730900",Tel: 63654398,Type: Dental
Supreme Dental Surgery,"157 Ang Mo Kio Avenue 4, #01 - 554,
Singapore - 560157",Tel: 64529541,Type: Dental
Swiss Clinic,"01 Fifth Ave, #01 - 01, Guthrie House,
Singapore - 268802",Tel: 64693877,Type: Medical
Sydney Dental Clinic,"415 Yishun Avenue 11, #01 - 313,
Singapore - 760415",Tel: 67547664,Type: Dental
Synergy Dental Specialists,"13 Stamford Road, #B2 - 36/37, Capitol Piazza,
Singapore - 178905",Tel: 64309213,Type: Dental
T & T Dental Surgery,"505B Bishan Street 11, #01 - 418,
Singapore - 572505",Tel: 63536449,Type: Dental
T MEDICAL CLINIC,"115 CANBERRA WALK, #01 - 05,
Singapore - 750115",Tel: 90069021,Type: Medical
T S Wong Clinic & Surgery,"166 Woodlands Street 13, #02 - 523,
Singapore - 730166",Tel: 63688670,Type: Medical
T32 Dental Centre At Financial District,"138 Market Street, #02 - 01,
Singapore - 048946",Tel: 67331388,Type: Dental
T32 Dental Centre Pte Ltd,"1 Orchard Boulevard, #17 - 00, Camden Medical Centre,
Singapore - 248649",Tel: 67331388,Type: Dental
T32 Dental Pearl,"2 Jurong East Central 1, #B1 - 15, Jcube,
Singapore - 609731",Tel: 67331388,Type: Dental
T32 Dental Pearl At Bedok Pte Ltd,"208 New Upper Changi Road, #01 - 661,
Singapore - 460208",Tel: 65132173,Type: Dental
T32 Dental Pearl At Clementi,"447 Clementi Ave 3, #01 - 199,
Singapore - 120447",Tel: 6873 0036,Type: Dental
Tah Chong Dental Surgery,"142 Changi Road,
Singapore - 419724",Tel: 63450074,Type: Dental
Tai Dental Surgery (Chai Chee Road),"25A Chai Chee Road, #01 - 465,
Singapore - 461025",Tel: 62441190,Type: Dental
Tai Dental Surgery (City Plaza),"810 Geylang Road, #01 - 117, City Plaza,
Singapore - 409286",Tel: 67488445,Type: Dental
Tai Dental Surgery Ang Mo Kio,"416 Ang Mo Kio Avenue 10, #01 - 1001,
Singapore - 560416",Tel: 64579996,Type: Dental
TAI SENG CLINIC,"11 Irving Place,
Singapore - 369551",Tel: 62882434,Type: Medical
Taman Jurong Dental Centre,"399 Yung Sheng Road, #01 - 06, Taman Jurong Shopping Centre,
Singapore - 610399",Tel: 62651931,Type: Dental
Tampines Clinic And Surgery Pte Ltd,"139 Tampines Street 11, #01 - 10,
Singapore - 521139",Tel: 67810072,Type: Medical
Tampines Dental on 81,"822 Tampines Street 81, #01 - 200,
Singapore - 520822",Tel: 67825266,Type: Dental
TAMPINES FAMILY MEDICINE CLINIC,"01 Tampines Walk, #03 - 34, Our Tampines Hub,
Singapore - 528523",Tel: 67026022,Type: Medical
Tampines Medical Centre,"267 Tampines Street 21, #01 - 41,
Singapore - 520267",Tel: 67815111,Type: Medical
Tampines Medilife Clinic,"801 Tampines Avenue 4, #01 - 263,
Singapore - 520801",Tel: 67825142,Type: Medical
Tampines-Ho Dental Surgery,"801 Tampines Avenue 4, #01 - 275,
Singapore - 520801",Tel: 67861820,Type: Dental
Tan & Koh Clinic & Surgery (Bedok Reservoir),"121 Bedok Reservoir Road, #01 - 196,
Singapore - 470121",Tel: 67452288,Type: Medical
Tan & Yik Clinic & Surgery / Chua Dental Surgery,"116 Bishan Street 12, #01 - 36,
Singapore - 570116",Tel: 62584122,Type: Medical
Tan Lee Clinic & Surgery,"446 Pasir Ris Drive 6, #01 - 126,
Singapore - 510446",Tel: 65827448,Type: Medical
Tan Medical Clinic Pte Ltd,"339 Ang Mo Kio Avenue 1, #01 - 1583,
Singapore - 560339",Tel: 64530482,Type: Medical
Tan Medicare Clinic Pte Ltd,"629 Ang Mo Kio Avenue 4, #01 - 986,
Singapore - 560629",Tel: 64544211,Type: Medical
TAN'S T & T CLINIC AND SURGERY,"152 BISHAN STREET 11, #01 - 213, BISHAN GREEN,
Singapore - 570152",Tel: 63531133,Type: Medical
Tan-Teoh Clinic & Surgery (Ang Mo Kio Branch),"302 Ang Mo Kio Avenue 3, #01 - 1846,
Singapore - 560302",Tel: 64520818,Type: Medical
Tan-Teoh Clinic & Surgery (Towner Rd),"101 Towner Road, #01 - 216,
Singapore - 322101",Tel: 62992292,Type: Medical
Tanglin Dental @ Yishun,"18 Yishun Avenue 9, #01 - 18, Junction 9,
Singapore - 768897",Tel: 62662280,Type: Dental
Tanglin Dental Surgeons,"19 Tanglin Road, #06 - 22, Tanglin Shopping Centre,
Singapore - 247909",Tel: 67332322,Type: Medical and Dental
Tangs Dental Group,"6 Napier Road, #06 - 07, Gleneagles Medical Centre,
Singapore - 258499",Tel: 64799883,Type: Dental
Tanjong Pagar Medical Clinic,"01 Tanjong Pagar Plaza, #01 - 06,
Singapore - 82001",Tel: 64433101,Type: Medical
TAY CLINIC,"494 GEYLANG RD,
Singapore - 389452",Tel: 67446336,Type: Medical
Tay Clinic (Bedok Res),"117 Bedok Reservoir Road, #01 - 62,
Singapore - 470117",Tel: 67419936,Type: Medical
Tay Dental Surgery,"1 Jalan Anak Bukit, #B1 - 09/10, Bukit Timah Plaza,
Singapore - 588996",Tel: 64672915,Type: Dental
Tay Medical Centre Clinic & Surgery,"06 Holland Close, #01 - 28,
Singapore - 271006",Tel: 67793188,Type: Medical
Tayka Medical,"29A Desker Road,
Singapore - 209562",Tel: 63924473,Type: Medical
Tayka Medical Family Clinic,"526 Jurong West Street 52, #01 - 323,
Singapore - 640526",Tel: 65645528,Type: Medical
Tc Family Clinic,"526 Jurong West Street 52, #01 - 325,
Singapore - 640526",Tel: 65666687,Type: Medical
Tdh The Dental Hub,"21 Choa Chu Kang North 6, Yew Tee Point,
Singapore - 689578",Tel: 66342535,Type: Dental
TEBAN GARDEN CLINIC,"61 TEBAN GARDENS RD, #01 - 01, TEBAN PLACE,
Singapore - 600061",Tel: 65619052,Type: Medical
Teck Ghee Clinic,"451 Ang Mo Kio Avenue 10, #01 - 1765,
Singapore - 560451",Tel: 64527971,Type: Medical
Teeth. Q Dental Surgeons,"21 Hougang Street 51, #01 - 21, Hougang Green Shopping Mall,
Singapore - 538719",Tel: 63855745,Type: Dental
Teeth. Q Dental Surgeons @ Matilda Portico,"218 Sumang Walk, #01 - 02,
Singapore - 820218",Tel: 65382260,Type: Dental
Teeth@Tiong Bahru Dental Clinic,"11a Boon Tiong Road, #01 - 12,
Singapore - 161011",Tel: 62710818,Type: Dental
Teh's Clinic & Surgery,"64 Circuit Road, #01 - 339,
Singapore - 370064",Tel: 67464117,Type: Medical
Tein Clinic & Surgery,"124 Hougang Avenue 1, #01 - 1434,
Singapore - 530124",Tel: 62828504,Type: Medical
Tek Dispensary,"04 Toa Payoh Lorong 7, #01 - 115,
Singapore - 310004",Tel: 62512256,Type: Medical
TELOK BLANGAH CLINIC,"78B TELOK BLANGAH STREET 32, #01 - 20,
Singapore - 102078",Tel: 62505115,Type: Medical
Telok Blangah Medical Centre,"77 Telok Blangah Drive, #01 - 244,
Singapore - 100077",Tel: 62782727,Type: Medical
TEMASEK CLINIC & SURGERY,"73 BEDOK SOUTH AVENUE 3, #01 - 460,
Singapore - 460073",Tel: 64436113,Type: Medical
Temasek Medical Centre (Bt Batok West),"413 Bukit Batok West Avenue 4, #01 - 214,
Singapore - 650413",Tel: 65656556,Type: Medical
TEMASEK MEDICAL CENTRE (Choa Chu Kang),"624 CHOA CHU KANG ST 62, #01 - 226,
Singapore - 680624",Tel: 67665766,Type: Medical
Temasek Medical Centre (Sembawang),"406 Sembawang Drive, #01 - 824,
Singapore - 750406",Tel: 65551155,Type: Medical
Temasek Medical Centre (Woodlands),"883 Woodlands Street 82, #01 - 464, Woodlands North Plaza,
Singapore - 730883",Tel: 63668366,Type: Medical
Temasek Medical Clinic (Bedok North),"86 Bedok North Street 4, #01 - 177,
Singapore - 460086",Tel: 64430949,Type: Medical
Temasek Medical Clinic (Toa Payoh),"212 Toa Payoh Lorong 8, #01 - 41,
Singapore - 310212",Tel: 62523206,Type: Medical
Teng Clinic,"171 Stirling Road, #01 - 1101,
Singapore - 140171",Tel: 64733187,Type: Medical
Teo Clinic & Surgery Pte Ltd,"352 Clementi Avenue 2, #01 - 111,
Singapore - 120352",Tel: 67760216,Type: Medical
Teoh Clinic Family Practice,"47 Lorong 6 Toa Payoh, #01 - 142,
Singapore - 310047",Tel: 62555188,Type: Medical
Textile Centre Clinic,"200 Jalan Sultan, #03 - 32, Textile Centre,
Singapore - 199018",Tel: 62982400,Type: Medical
TH Chia Medical Practice Pte Ltd,"151 Serangoon North Avenue 2, #01 - 19,
Singapore - 550151",Tel: 62813268,Type: Medical
Thai Shen Family Clinic,"84 Bedok North Street 4, #01 - 65,
Singapore - 460084",Tel: 64448134,Type: Medical
The Balmoral Clinic,"05 Stadium Walk, #02 - 21, Leisure Park Kallang,
Singapore - 397693",Tel: 63452202,Type: Medical
The Balmoral Clinic Family Medicine,"271 Bukit Timah Road, #02 - 12, Balmoral Plaza,
Singapore - 259708",Tel: 67322033,Type: Medical
The Bishan Family Doctors,"283 Bishan Street 22, #01 - 181,
Singapore - 570283",Tel: 64546698,Type: Medical
The Braces Practice,"12a Lorong Mambong, Holland Village,
Singapore - 277676",Tel: 64632306,Type: Dental
The Chelsea Clinic (Rochester),"35 Rochester Drive, #03 - 21, The Rochester,
Singapore - 138639",Tel: 65703913,Type: Medical
The Chong Family Clinic Pte Ltd,"442 Clementi Avenue 3, #01 - 113,
Singapore - 120442",Tel: 62661998,Type: Medical
The Chungkiaw Family Practice Pte Ltd,"17 Ang Mo Kio Avenue 9, #01 - 06, Ang Mo Kio Thye Hua Kwan Hospital,
Singapore - 569766",Tel: 64551009,Type: Medical
The Civic Clinic,"537 Bedok North Street 3, #01 - 515,
Singapore - 460537",Tel: 64412436,Type: Medical
The Clinic @ Aperia,"12 KALLANG AVENUE, #03 - 15, APERIA,
Singapore - 339511",Tel: 63416892,Type: Medical
The Clinic @ Business City,"20 PASIR PANJANG ROAD, #02 - 26, MAPLETREE BUSINESS CITY,
Singapore - 117439",Tel: 68167180,Type: Medical
The Clinic @ Campus,"70 Stamford Road, #B1 - 45, Li Ka Shing Library Building,
Singapore - 178901",Tel: 63329087,Type: Medical
The Clinic @ Capitagreen,"138 MARKET STREET, #02 - 01A, CAPITAGREEN,
Singapore - 48946",Tel: 64385322,Type: Medical
THE CLINIC @ TAI SENG,"18 TAI SENG STREET, #01 - 43684, MAPLETREE 18,
Singapore - 539775",Tel: 63840160,Type: Medical
THE CLINIC GROUP @ MARINA ONE,"05 STRAITS VIEW, #01 - 07, MARINA ONE THE HEART,
Singapore - 18935",Tel: 63339300,Type: Medical
THE CLINIQ (Montreal Link),"590A MONTREAL LINK, #01 - 23,
Singapore - 751590",Tel: 64819793,Type: Medical
THE CORONATION CLINIC,"587 BUKIT TIMAH ROAD, #02 - 01,
Singapore - 269707",Tel: 64686768,Type: Medical
The Dental Boutique,"204 Bedok North Street 1, #01 - 401,
Singapore - 460204",Tel: 68761761,Type: Dental
The Dental Clinic,"390 Upper Bukit Timah Road, The Railmall,
Singapore - 678045",Tel: 67669118,Type: Dental
The Dental Clinic And Surgery,"158 Bedok South Avenue 3, #01 - 589,
Singapore - 460158",Tel: 64456038,Type: Dental
The Dental Gallery,"494 Geylang Road,
Singapore - 389452",Tel: 61008033,Type: Dental
The Dental Gallery Choa Chu Kang,"810 Choa Chu Kang Avenue 7,
Singapore - 680810",Tel: 67600010,Type: Dental
The Dental Gallery Dawson,"85 Dawson Road, #01 - 05,
Singapore - 141085",Tel: 62520020,Type: Dental
The Dental Hub (Jurong West).,"762 Jurong West Street 75, #02 - 254, Gek Poh Shopping Centre,
Singapore - 640762",Tel: 63970284,Type: Dental
